Fecha,SKU,Categoria,Material,Costo_Adquisicion,Precio_Venta,Cantidad,Cliente,Ciudad
2026-05-04,ANI-ACE-3772,Anillos,Acero 316L,23.28,59.71,1,Alex Lago-Díaz,Madrid
2026-05-22,PEN-ACE-3495,Pendientes,Acero 316L,22.26,57.82,2,Elías Laguna Barragán,Segovia
2026-01-02,ANI-PLA-6820,Anillos,Plata 925,16.0,33.93,1,Estela Dorotea Moll Gallart,Álava
2025-10-12,COL-ACE-2276,Collares,Acero con Baño PVD,43.02,82.41,1,Armida Aliaga Ojeda,Navarra
2025-10-22,ANI-ACE-3702,Anillos,Acero 316L,23.76,54.79,5,José Zaragoza-Carballo,Vizcaya
2025-11-29,COL-PLA-7696,Collares,Plata 925,17.46,41.15,1,Adelardo Mascaró Vargas,Asturias
2026-05-31,COL-ACE-8022,Collares,Acero con Baño PVD,36.34,108.73,1,Fortunata Ordóñez-Giner,Sevilla
2026-03-03,COL-ACE-9794,Collares,Acero 316L,41.43,68.12,1,María José Grau Cervantes,Guadalajara
2026-03-27,PEN-PLA-7709,Pendientes,Plata 925,41.75,86.53,1,Agustín Clavero Izaguirre,Badajoz
2025-08-08,ANI-PLA-1459,Anillos,Plata 925,21.47,54.04,1,Perla Plana Blázquez,Valencia
2026-04-05,ANI-ACE-3289,Anillos,Acero 316L,26.42,51.47,4,Che Rodriguez Valverde,Vizcaya
2026-03-12,PEN-ACE-5810,Pendientes,Acero con Baño PVD,15.74,26.01,1,Febe Trujillo Montenegro,Jaén
2026-04-06,PEN-ACE-7753,Pendientes,Acero 316L,32.27,91.34,1,Pedro Capdevila Guardiola,Zaragoza
2025-08-25,PEN-ACE-6204,Pendientes,Acero 316L,39.8,69.28,2,Virgilio Cabello-Perea,Huelva
2026-04-01,PEN-PLA-8986,Pendientes,Plata 925,41.06,119.43,1,Pablo Benavides,Tarragona
2026-04-16,ANI-ACE-3194,Anillos,Acero con Baño PVD,20.45,46.56,1,Corona Calatayud Casanovas,Cádiz
2025-08-02,PEN-ACE-2179,Pendientes,Acero 316L,17.02,29.06,4,José del Cabrero,Lleida
2025-07-25,PEN-ACE-5698,Pendientes,Acero 316L,34.11,96.0,5,Juanito España Andres,Melilla
2026-01-11,PEN-ACE-8045,Pendientes,Acero 316L,44.22,68.01,1,Amílcar Saavedra Espada,Murcia
2025-09-01,ANI-PLA-7914,Anillos,Plata 925,24.88,66.03,1,Iván Castañeda Carnero,Santa Cruz de Tenerife
2025-10-25,ANI-ACE-1027,Anillos,Acero 316L,39.94,96.78,1,Calixto Marí Gallego,Baleares
2025-11-16,ANI-ACE-4683,Anillos,Acero con Baño PVD,15.58,37.35,3,Demetrio Lobo Figueroa,Girona
2025-09-04,PUL-PLA-7541,Pulseras,Plata 925,28.37,43.79,1,Fabiana Salom Tomás,Cantabria
2026-05-19,PEN-ACE-1362,Pendientes,Acero con Baño PVD,42.02,100.93,1,Dimas Padilla Sanz,Ávila
2026-01-20,COL-ACE-5682,Collares,Acero con Baño PVD,21.25,43.36,2,Maxi Fernandez Cuevas,Guipúzcoa
2026-04-14,PUL-ACE-3300,Pulseras,Acero 316L,25.52,59.15,2,Benjamín Pina,Guadalajara
2026-02-24,PUL-ACE-3639,Pulseras,Acero con Baño PVD,18.15,45.96,1,Hortensia Girón Cantero,Barcelona
2025-12-07,PUL-PLA-8057,Pulseras,Plata 925,17.13,42.03,2,Edmundo Rios Lerma,Cantabria
2026-03-19,PUL-ACE-6181,Pulseras,Acero 316L,17.81,39.25,1,Adolfo Casanovas Gelabert,Granada
2026-05-05,COL-ACE-8826,Collares,Acero 316L,26.2,77.27,1,Pío Gutierrez-Acero,La Rioja
2025-07-13,COL-ACE-5263,Collares,Acero 316L,33.6,96.21,1,María Dolores del Rosales,Barcelona
2025-08-04,COL-PLA-9054,Collares,Plata 925,29.19,84.82,1,Irma Villar Rodríguez,Girona
2026-03-03,ANI-ACE-9145,Anillos,Acero 316L,32.8,58.11,1,Eugenia Almeida Méndez,Soria
2026-04-02,PEN-ACE-8721,Pendientes,Acero 316L,15.4,41.58,1,Carmelo Piña Baena,Cádiz
2026-02-05,COL-PLA-4034,Collares,Plata 925,18.6,48.02,2,Celestino Barón Amo,La Rioja
2026-02-20,PUL-ACE-1936,Pulseras,Acero con Baño PVD,41.0,111.81,2,Ana Mulet Fonseca,Asturias
2025-12-10,PUL-ACE-2979,Pulseras,Acero 316L,36.81,87.97,3,Galo Jara Company,Cantabria
2025-06-01,PUL-PLA-5420,Pulseras,Plata 925,33.24,71.72,2,Elvira Font Reguera,Málaga
2026-03-05,COL-PLA-8944,Collares,Plata 925,18.38,42.1,1,Jacinta Mariño Mancebo,La Coruña
2026-04-06,COL-PLA-8425,Collares,Plata 925,23.25,51.83,1,José de Oliveras,Sevilla
2026-03-26,ANI-ACE-7040,Anillos,Acero con Baño PVD,27.87,59.93,1,Celestina Esparza Checa,Granada
2026-02-19,COL-ACE-8487,Collares,Acero con Baño PVD,40.09,93.59,1,Teresita del Anglada,Zamora
2025-06-15,PEN-PLA-7237,Pendientes,Plata 925,16.82,49.25,1,Xavier Naranjo Talavera,Palencia
2025-06-07,PUL-PLA-9006,Pulseras,Plata 925,33.52,94.6,1,Leocadia Benigna Feliu Baró,Cuenca
2025-11-11,PUL-ACE-5544,Pulseras,Acero 316L,19.01,44.33,1,Marcelino del Riba,Zamora
2026-05-05,COL-PLA-6150,Collares,Plata 925,41.64,77.36,1,Hector Cortés Jáuregui,Teruel
2025-07-20,PEN-ACE-9113,Pendientes,Acero con Baño PVD,42.38,83.0,1,Anastasio Acedo,Baleares
2026-05-20,PUL-PLA-7313,Pulseras,Plata 925,26.3,50.03,1,Emilia Saura Valenciano,Ávila
2025-07-11,PUL-ACE-2022,Pulseras,Acero con Baño PVD,16.18,35.35,1,Régulo Pavón Novoa,Castellón
2025-08-03,PEN-PLA-4837,Pendientes,Plata 925,21.66,62.61,1,Rodolfo Pol Tovar,León
2025-06-12,PUL-PLA-3784,Pulseras,Plata 925,32.09,73.42,1,Eladio Céspedes Llano,Teruel
2025-09-24,ANI-PLA-6460,Anillos,Plata 925,38.07,70.91,1,Felix Juan Pablo Nuñez Alarcón,Soria
2026-01-05,PEN-PLA-3058,Pendientes,Plata 925,20.99,36.49,1,Daniela Benitez,Ávila
2026-04-18,ANI-ACE-6156,Anillos,Acero 316L,36.87,78.27,1,Baldomero Llanos Peralta,Barcelona
2025-11-18,ANI-ACE-1263,Anillos,Acero con Baño PVD,39.11,93.99,1,Leandro del Anaya,Burgos
2025-11-25,PEN-ACE-7751,Pendientes,Acero 316L,30.17,82.46,1,Regina Santiago,Cáceres
2025-06-02,PUL-ACE-6222,Pulseras,Acero 316L,20.73,31.44,4,Félix Morell Cañas,Madrid
2025-07-02,ANI-PLA-8009,Anillos,Plata 925,42.27,105.86,2,Guadalupe Barceló-Garriga,León
2025-09-02,PUL-ACE-1417,Pulseras,Acero con Baño PVD,26.01,66.44,1,Cloe Gibert Ochoa,Badajoz
2026-03-13,PEN-ACE-6153,Pendientes,Acero 316L,24.97,46.95,1,Joaquín Ortiz Palacio,Castellón
2026-01-12,ANI-ACE-3983,Anillos,Acero 316L,17.92,39.06,1,Dolores Almeida Martí,Huelva
2025-07-24,PUL-ACE-4444,Pulseras,Acero con Baño PVD,28.6,67.47,1,Julio César Vallejo-Ballester,Sevilla
2026-04-02,PUL-PLA-8927,Pulseras,Plata 925,17.62,27.04,1,Leire Carranza Rubio,Albacete
2025-11-01,PUL-PLA-4396,Pulseras,Plata 925,44.34,87.83,2,Arturo Fabra Barriga,Salamanca
2025-07-17,PUL-ACE-8591,Pulseras,Acero 316L,22.84,37.13,3,Ambrosio Suarez Soriano,Palencia
2025-10-31,PEN-ACE-9421,Pendientes,Acero con Baño PVD,24.24,58.43,1,Onofre Ribas Bermejo,Sevilla
2026-03-31,PUL-ACE-6866,Pulseras,Acero 316L,19.03,57.02,1,Elba Rocío Bello Tirado,Santa Cruz de Tenerife
2025-11-28,PEN-ACE-8581,Pendientes,Acero 316L,18.84,38.4,1,Albino Abel Toledo Frutos,La Rioja
2026-01-27,PUL-PLA-6833,Pulseras,Plata 925,15.01,43.94,3,Octavia de Bru,Málaga
2026-05-02,COL-PLA-5796,Collares,Plata 925,18.78,50.8,1,Cruz Vaquero Lastra,Jaén
2025-12-20,COL-ACE-9990,Collares,Acero 316L,31.4,73.08,1,Fabiana de Castellanos,Salamanca
2025-11-04,PEN-PLA-3138,Pendientes,Plata 925,22.59,49.31,3,Encarna Vigil,Lleida
2026-05-21,COL-ACE-7734,Collares,Acero con Baño PVD,37.54,75.54,5,Maristela Solana Gárate,Salamanca
2025-11-12,ANI-ACE-2015,Anillos,Acero 316L,31.31,53.58,2,Ruperta Cruz Barros,Pontevedra
2026-05-20,PEN-ACE-7857,Pendientes,Acero 316L,20.24,31.36,1,Paulino Pons Berrocal,Lugo
2026-01-24,PEN-ACE-3277,Pendientes,Acero 316L,34.64,53.3,5,Rosalía Pedraza-Aragonés,Melilla
2026-02-26,PEN-ACE-1034,Pendientes,Acero 316L,40.41,120.57,1,Elisa Quintero Torres,Granada
2025-09-14,PEN-ACE-6226,Pendientes,Acero con Baño PVD,16.28,31.59,2,Joaquina Villar,Navarra
2025-11-28,PEN-ACE-8817,Pendientes,Acero 316L,26.59,65.22,1,Ignacia Yáñez-Luna,Córdoba
2026-05-08,ANI-ACE-1197,Anillos,Acero 316L,29.65,83.34,1,Maximino Iglesia Alsina,Baleares
2025-06-03,PUL-ACE-1880,Pulseras,Acero 316L,18.44,50.28,1,María Luisa Tormo Mínguez,Lugo
2025-09-01,COL-PLA-9793,Collares,Plata 925,37.04,94.73,1,Socorro Salvador,Teruel
2026-03-07,COL-ACE-5634,Collares,Acero con Baño PVD,23.81,51.18,1,Nélida Álvarez,Ciudad
2025-07-05,ANI-ACE-7232,Anillos,Acero con Baño PVD,29.94,66.6,1,Luz Fiol Jiménez,Segovia
2026-04-20,PUL-ACE-2882,Pulseras,Acero con Baño PVD,25.58,76.18,5,Marino Miranda Colom,La Rioja
2025-06-25,PUL-ACE-3462,Pulseras,Acero con Baño PVD,32.09,58.15,1,Eusebio Comas,Guadalajara
2025-12-06,PEN-ACE-7918,Pendientes,Acero con Baño PVD,38.4,98.14,1,Lucila Tere Moles Pol,Santa Cruz de Tenerife
2025-09-30,PEN-PLA-3422,Pendientes,Plata 925,34.55,54.42,1,María Cristina Cadenas Jaume,Palencia
2025-08-09,ANI-ACE-5455,Anillos,Acero 316L,18.3,47.78,2,Griselda Manuel Bertrán,Alicante
2026-01-24,PEN-ACE-3993,Pendientes,Acero con Baño PVD,38.01,81.39,1,Silvio del Miguel,Huesca
2025-08-22,ANI-ACE-5940,Anillos,Acero 316L,31.58,89.23,1,Lucila Vendrell Heredia,Vizcaya
2025-07-17,PUL-PLA-5436,Pulseras,Plata 925,29.99,57.35,2,Toño Quintero Burgos,Salamanca
2026-05-05,ANI-ACE-1227,Anillos,Acero 316L,38.1,102.79,1,Jenaro Andrade,Ourense
2025-11-16,PEN-ACE-4825,Pendientes,Acero 316L,24.79,43.79,2,Lidia Ferrán-Robledo,León
2026-05-25,PUL-PLA-2806,Pulseras,Plata 925,22.75,67.64,1,Reyes Rodriguez,Murcia
2025-10-05,PUL-PLA-1742,Pulseras,Plata 925,42.25,98.05,2,Sancho Quero Cánovas,Cáceres
2026-03-03,PUL-PLA-9595,Pulseras,Plata 925,31.1,55.44,1,Gema Orozco Manzanares,Cuenca
2026-04-14,PEN-PLA-6536,Pendientes,Plata 925,37.51,62.3,5,Marisela Pi Maestre,Valladolid
2026-01-24,COL-ACE-2102,Collares,Acero con Baño PVD,15.15,38.63,2,Bonifacio Hernandez Padilla,Burgos
2025-10-16,COL-PLA-2741,Collares,Plata 925,42.65,71.0,3,Pilar Albero Nebot,La Coruña
2025-10-22,ANI-ACE-6938,Anillos,Acero con Baño PVD,24.44,52.4,1,Maximino Benítez,Girona
2026-03-08,PEN-PLA-7957,Pendientes,Plata 925,24.88,70.98,1,Gloria Delfina Lamas Piñeiro,Ciudad
2025-11-25,COL-ACE-7678,Collares,Acero 316L,38.5,114.69,3,Saturnina Villalobos-Posada,Baleares
2025-12-29,PEN-PLA-4657,Pendientes,Plata 925,20.41,57.57,1,Yolanda Nadal-Medina,Huelva
2026-02-12,PEN-PLA-6877,Pendientes,Plata 925,24.28,54.23,1,Manola Padilla Quevedo,Baleares
2025-09-02,PUL-ACE-3009,Pulseras,Acero con Baño PVD,25.64,68.69,3,Apolonia Blazquez Blazquez,Las Palmas
2026-02-03,COL-PLA-8095,Collares,Plata 925,34.14,60.41,2,Emelina Serra Tirado,Huesca
2026-03-10,PEN-ACE-9901,Pendientes,Acero 316L,23.3,50.93,1,Almudena Figueroa Ayuso,Alicante
2026-02-01,ANI-ACE-7665,Anillos,Acero con Baño PVD,42.91,100.04,2,Lope Villar Pallarès,Zamora
2026-02-13,PEN-PLA-3038,Pendientes,Plata 925,38.54,102.0,2,Rubén Roca Menéndez,Guipúzcoa
2025-11-26,PEN-PLA-5948,Pendientes,Plata 925,32.7,56.11,1,Galo Vera Arjona,Sevilla
2026-05-21,PEN-ACE-4831,Pendientes,Acero con Baño PVD,40.44,113.8,3,Nicanor Donoso Escobar,Tarragona
2025-10-09,PEN-PLA-3060,Pendientes,Plata 925,41.56,114.76,1,Asdrubal Barba-Feijoo,Segovia
2026-04-24,PUL-PLA-7689,Pulseras,Plata 925,15.27,43.08,1,Silvestre del Marti,Jaén
2026-02-28,PEN-ACE-6490,Pendientes,Acero 316L,34.38,86.33,2,Jose Barbero Castilla,Pontevedra
2025-07-07,PEN-PLA-9506,Pendientes,Plata 925,19.6,32.95,2,Felicidad Roldan-Rodriguez,Alicante
2026-02-03,PEN-ACE-2843,Pendientes,Acero con Baño PVD,24.15,39.29,1,Leire Murillo Núñez,Guipúzcoa
2025-07-11,PUL-ACE-1835,Pulseras,Acero con Baño PVD,44.86,111.59,1,Antonia Roldán-Andres,Baleares
2026-03-15,PUL-PLA-8050,Pulseras,Plata 925,43.22,73.98,1,Carina de Salgado,Santa Cruz de Tenerife
2025-07-04,ANI-ACE-9424,Anillos,Acero con Baño PVD,29.72,54.12,1,Yéssica Múñiz Duque,Teruel
2025-08-30,PUL-ACE-7657,Pulseras,Acero 316L,17.43,50.27,1,Corona Peralta Barrios,Ceuta
2025-11-02,ANI-PLA-2548,Anillos,Plata 925,39.45,86.24,2,Azahar Natalia Hurtado Ruano,Palencia
2025-08-13,ANI-ACE-9444,Anillos,Acero con Baño PVD,27.2,80.44,1,Rodrigo Vazquez Ortega,Málaga
2026-03-09,ANI-PLA-2435,Anillos,Plata 925,36.52,99.73,1,Maricela Ribera Cano,Vizcaya
2025-06-01,PEN-ACE-5793,Pendientes,Acero con Baño PVD,41.75,62.88,1,Valeria Cardona Clavero,Cuenca
2025-10-14,ANI-ACE-5610,Anillos,Acero 316L,39.96,78.36,1,María Dolores Pineda Cañizares,La Coruña
2025-06-25,ANI-PLA-3722,Anillos,Plata 925,29.56,65.62,1,Sofía Rosalva Ojeda Saavedra,Ávila
2025-08-15,PUL-PLA-1654,Pulseras,Plata 925,33.04,51.29,1,Sarita Mercader Sedano,Cantabria
2025-08-02,ANI-ACE-6058,Anillos,Acero con Baño PVD,37.48,85.29,1,Roberta Pereira Lopez,Barcelona
2025-07-05,COL-ACE-7526,Collares,Acero 316L,21.13,44.54,1,Pascuala de Blanca,Zaragoza
2026-01-14,PEN-PLA-1738,Pendientes,Plata 925,40.42,69.55,1,Samu Orozco,Sevilla
2025-07-06,ANI-ACE-7163,Anillos,Acero con Baño PVD,28.48,47.95,1,Chuy Mendizábal Sarabia,Alicante
2025-06-27,PEN-ACE-7346,Pendientes,Acero 316L,18.39,29.57,5,Cecilio Palacio,Baleares
2026-03-07,PUL-ACE-6277,Pulseras,Acero con Baño PVD,25.43,55.77,1,Poncio del Jerez,Teruel
2025-12-18,COL-ACE-9684,Collares,Acero 316L,22.38,41.21,1,Fidel Salom Alberola,Burgos
2026-04-09,PEN-ACE-3325,Pendientes,Acero con Baño PVD,42.11,108.13,1,Emigdio del Uriarte,Zamora
2025-10-27,COL-ACE-2238,Collares,Acero con Baño PVD,38.43,91.08,1,Ale Cardona Zabaleta,Zaragoza
2025-07-06,PUL-PLA-4689,Pulseras,Plata 925,44.68,68.41,2,Tomás Miguel Santos,Badajoz
2025-08-27,PUL-ACE-5269,Pulseras,Acero 316L,37.47,100.19,2,Adalberto Esparza Catalán,Zaragoza
2026-01-23,COL-ACE-9053,Collares,Acero 316L,42.84,121.22,1,Virginia Parra Ferrera,León
2026-02-05,PUL-PLA-4468,Pulseras,Plata 925,35.3,55.55,1,Agustina Moya Delgado,Jaén
2025-10-13,PUL-PLA-5258,Pulseras,Plata 925,23.03,68.93,1,Manuelita Castillo Busquets,Girona
2025-07-04,ANI-ACE-9381,Anillos,Acero con Baño PVD,16.29,32.17,3,Román Arévalo Piñeiro,Lugo
2025-12-13,PEN-ACE-4820,Pendientes,Acero con Baño PVD,26.85,76.36,1,Roberta Nieto Gaya,Cuenca
2025-06-08,ANI-ACE-7262,Anillos,Acero con Baño PVD,29.99,69.66,1,Noé Nogués Bravo,Álava
2026-04-07,PEN-PLA-2619,Pendientes,Plata 925,29.25,85.9,1,Rita Sarmiento Pereira,Palencia
2025-08-20,COL-PLA-3626,Collares,Plata 925,39.78,84.32,2,Brígida Noriega-Mate,Melilla
2025-07-13,PEN-ACE-4829,Pendientes,Acero 316L,17.68,43.47,3,Onofre Sáez Arteaga,Albacete
2025-08-09,PEN-PLA-4332,Pendientes,Plata 925,23.66,70.02,4,Milagros Llorens,Teruel
2025-06-10,COL-ACE-1779,Collares,Acero con Baño PVD,15.11,31.53,2,María Cristina Albina Sureda Arroyo,Soria
2025-09-03,PUL-PLA-1624,Pulseras,Plata 925,16.25,33.77,1,Felicidad Neira,Cuenca
2025-11-07,PEN-ACE-8508,Pendientes,Acero 316L,36.44,70.35,1,Sergio Cerdá Ferrera,Asturias
2026-01-17,COL-ACE-1114,Collares,Acero 316L,44.35,121.73,1,Leocadio Hernandez-Mayoral,Alicante
2025-10-11,COL-PLA-8302,Collares,Plata 925,38.95,105.91,1,Emperatriz Franch Palomo,Ciudad
2026-04-01,COL-PLA-1432,Collares,Plata 925,24.76,37.2,1,Alejandra Gibert Osuna,Cádiz
2025-11-03,COL-ACE-6661,Collares,Acero con Baño PVD,32.64,86.47,2,Victor Manuel Ricardo Méndez Alemán,Jaén
2026-02-06,COL-ACE-5680,Collares,Acero con Baño PVD,30.39,47.23,2,Nacho Tapia Arellano,Madrid
2026-01-22,COL-ACE-6714,Collares,Acero con Baño PVD,40.04,68.11,1,Clara Mayte Asensio Olivera,Ceuta
2026-02-15,COL-ACE-2043,Collares,Acero 316L,16.89,44.94,4,Miguel Abella Bárcena,Melilla
2026-01-07,ANI-PLA-8934,Anillos,Plata 925,19.32,47.32,1,Cosme Fonseca Goicoechea,Albacete
2026-01-27,COL-ACE-9193,Collares,Acero 316L,23.75,59.06,2,Pascuala Córdoba,Granada
2026-03-13,PUL-ACE-8444,Pulseras,Acero 316L,31.47,60.63,2,Patricia Alonso Flores,Córdoba
2026-01-10,ANI-ACE-9137,Anillos,Acero con Baño PVD,18.51,42.81,1,Marco Pulido Ortega,La Coruña
2026-03-26,PUL-ACE-8798,Pulseras,Acero con Baño PVD,32.97,83.52,1,Pepito Vega Isern,Baleares
2025-12-05,PUL-PLA-8665,Pulseras,Plata 925,44.78,123.12,1,Abraham Urrutia Andrés,Valladolid
2025-11-02,ANI-ACE-4074,Anillos,Acero 316L,16.72,44.62,1,Nando Roldan,Salamanca
2025-09-02,PUL-ACE-2065,Pulseras,Acero con Baño PVD,27.12,68.3,1,Anselma Luz-Nogueira,Córdoba
2026-05-25,COL-ACE-9082,Collares,Acero con Baño PVD,25.82,76.45,1,Adelina Codina Olmo,Córdoba
2025-06-26,ANI-PLA-3520,Anillos,Plata 925,30.86,79.87,1,Benigno Cuadrado-Díez,Murcia
2025-08-06,COL-PLA-3805,Collares,Plata 925,26.07,46.79,1,Pancho Jaume Ibáñez,Lugo
2025-06-03,ANI-PLA-8001,Anillos,Plata 925,15.06,38.0,3,Luís Manuel Amador Roma,Alicante
2026-02-08,ANI-ACE-8920,Anillos,Acero con Baño PVD,38.78,102.33,1,Jose Francisco Roura Sola,Lugo
2025-11-18,PEN-PLA-4363,Pendientes,Plata 925,41.1,110.21,1,Odalis Anaya Parejo,Huelva
2025-10-30,PEN-ACE-4985,Pendientes,Acero 316L,29.27,63.98,2,Raúl Peralta Hidalgo,Valencia
2025-06-17,COL-ACE-6316,Collares,Acero 316L,37.97,79.86,1,Encarna Benavent Pereira,Granada
2025-12-20,COL-ACE-3341,Collares,Acero con Baño PVD,20.78,37.94,1,Gisela Cámara Landa,Cantabria
2025-09-17,ANI-ACE-7006,Anillos,Acero 316L,27.23,63.9,1,Alba Carmona,Málaga
2025-10-18,COL-ACE-6280,Collares,Acero con Baño PVD,21.16,44.49,1,Augusto Gilberto Jimenez Sáez,Cádiz
2025-09-28,PEN-PLA-2915,Pendientes,Plata 925,17.83,29.71,1,Eligia Mercader Riera,La Coruña
2025-09-10,COL-ACE-2752,Collares,Acero 316L,34.84,62.96,1,Eligia Casals Corral,Huesca
2025-05-31,PEN-ACE-9853,Pendientes,Acero con Baño PVD,20.08,39.85,1,Eva María Escobar,Palencia
2025-06-10,PEN-PLA-9999,Pendientes,Plata 925,30.96,50.04,1,Juan Angulo Priego,Segovia
2026-01-17,ANI-PLA-5020,Anillos,Plata 925,15.64,45.22,1,Pastora Miró Casanova,Albacete
2025-07-01,COL-PLA-5327,Collares,Plata 925,15.8,32.27,1,Eloísa de Barrio,Cantabria
2026-02-15,PUL-ACE-4232,Pulseras,Acero 316L,24.32,56.71,1,Benjamín Mascaró-Roldan,Huesca
2025-12-26,PEN-PLA-9236,Pendientes,Plata 925,41.83,76.31,1,Ámbar de Cáceres,Soria
2025-09-05,COL-ACE-8744,Collares,Acero con Baño PVD,41.35,112.14,1,Lorenzo Torralba-Guzmán,Madrid
2026-02-08,COL-PLA-2181,Collares,Plata 925,24.68,60.68,1,Judith Lorenzo Alcaraz,Guadalajara
2026-03-02,PUL-ACE-2973,Pulseras,Acero con Baño PVD,39.72,92.79,2,Melisa del Tirado,Burgos
2025-08-12,ANI-PLA-8537,Anillos,Plata 925,19.98,42.61,1,Evangelina Gordillo Moraleda,Málaga
2025-10-22,PUL-PLA-6564,Pulseras,Plata 925,28.7,57.71,2,Alma del Pinto,Sevilla
2026-03-23,PUL-PLA-1094,Pulseras,Plata 925,36.17,65.41,1,René Crespi Ródenas,Lleida
2025-11-11,ANI-ACE-3105,Anillos,Acero 316L,28.97,53.63,1,Paz Elías Hernando,Jaén
2025-12-17,PUL-ACE-5986,Pulseras,Acero 316L,41.2,122.27,1,Elisabet Eloísa Serna Palau,Murcia
2026-02-09,ANI-ACE-7724,Anillos,Acero con Baño PVD,18.77,42.09,2,Soledad del Solana,Lugo
2025-10-25,PUL-ACE-7952,Pulseras,Acero con Baño PVD,31.92,69.32,2,Teodoro Camps-Gomez,Melilla
2025-07-13,PUL-PLA-8376,Pulseras,Plata 925,20.15,56.77,1,Tere Palmer-Sobrino,Alicante
2026-04-12,COL-ACE-7677,Collares,Acero con Baño PVD,34.95,101.77,1,Héctor Osorio Talavera,Sevilla
2026-02-10,COL-ACE-6311,Collares,Acero con Baño PVD,25.76,74.91,1,Abel de Amaya,Palencia
2026-05-03,ANI-ACE-5674,Anillos,Acero con Baño PVD,15.9,42.98,3,Amelia Toro Montaña,Valencia
2025-06-09,COL-ACE-2986,Collares,Acero con Baño PVD,17.1,49.94,1,Gastón del Bello,Guadalajara
2026-02-23,PUL-ACE-5703,Pulseras,Acero 316L,28.04,76.88,1,Adelia Gonzalez Izquierdo,Salamanca
2025-10-08,ANI-ACE-8544,Anillos,Acero 316L,33.08,53.11,3,Bernardita Valero Nicolás,Alicante
2026-04-20,PUL-ACE-8340,Pulseras,Acero con Baño PVD,41.7,117.04,1,Santos Eustaquio Aguiló Ávila,Cádiz
2026-01-16,PEN-PLA-9180,Pendientes,Plata 925,19.48,42.33,2,Zaira Gil,Guadalajara
2026-01-12,ANI-ACE-2650,Anillos,Acero 316L,25.19,63.05,1,Dora Tamayo Mascaró,Alicante
2025-08-17,COL-PLA-6086,Collares,Plata 925,26.75,53.17,1,Dulce Villalobos Delgado,Girona
2025-08-29,COL-ACE-2451,Collares,Acero 316L,40.23,119.24,3,Alicia Piña-Lillo,Alicante
2026-03-08,PUL-ACE-8622,Pulseras,Acero con Baño PVD,31.14,54.91,1,Alejandra Coloma,Ourense
2025-08-03,PEN-ACE-6168,Pendientes,Acero 316L,43.48,74.4,2,Ignacio Páez-Casas,Córdoba
2026-02-07,PUL-PLA-3207,Pulseras,Plata 925,30.46,62.2,1,Gilberto Gutiérrez Sancho,Murcia
2025-11-05,PEN-PLA-3666,Pendientes,Plata 925,17.29,30.48,1,Matías Portero Rivera,Burgos
2025-11-10,COL-ACE-8854,Collares,Acero 316L,18.24,49.85,1,Primitiva Susana Jiménez Rueda,Ourense
2026-02-17,PUL-ACE-2674,Pulseras,Acero con Baño PVD,41.78,112.51,1,Abril del Gelabert,Almería
2026-03-31,COL-PLA-3911,Collares,Plata 925,41.9,122.51,1,Emilia de Peral,Soria
2025-09-26,PEN-ACE-7194,Pendientes,Acero con Baño PVD,19.12,32.82,1,Nando de Llanos,Toledo
2025-12-09,COL-ACE-6927,Collares,Acero con Baño PVD,23.52,60.57,1,Cándido de Marco,Málaga
2025-11-24,PEN-ACE-4647,Pendientes,Acero 316L,34.38,82.93,1,Cirino Eligio Briones Múñiz,Valencia
2025-11-26,PUL-PLA-2573,Pulseras,Plata 925,33.03,99.06,1,Pancho Barco Gaya,Cáceres
2025-10-30,ANI-ACE-4712,Anillos,Acero 316L,26.0,61.68,1,Samanta Valdés Anglada,Jaén
2025-07-20,COL-PLA-7281,Collares,Plata 925,32.47,73.59,3,Ovidio Frías Jordá,Murcia
2025-12-08,PUL-ACE-8359,Pulseras,Acero con Baño PVD,20.21,44.31,1,Pía Nevado Chico,Zamora
2026-04-22,PEN-ACE-3810,Pendientes,Acero con Baño PVD,26.14,41.21,2,Amaya Colom Arnaiz,Asturias
2026-03-24,PUL-PLA-8324,Pulseras,Plata 925,41.01,93.4,2,Régulo Cerro Amigó,Melilla
2025-12-20,PEN-ACE-6077,Pendientes,Acero con Baño PVD,30.05,60.55,2,Lucila Cid,Madrid
2026-02-05,ANI-ACE-9337,Anillos,Acero con Baño PVD,36.57,76.73,1,Marisa Trujillo,Valladolid
2025-10-08,ANI-ACE-4678,Anillos,Acero 316L,43.6,86.62,1,Quique Villalba Romero,Lugo
2025-12-10,ANI-ACE-3112,Anillos,Acero 316L,44.37,110.12,1,Anselma Puente Fiol,Salamanca
2026-01-18,PUL-ACE-9979,Pulseras,Acero con Baño PVD,21.26,32.18,1,Angelina Natividad Abella Capdevila,Córdoba
2026-05-23,COL-PLA-2302,Collares,Plata 925,40.42,90.09,1,Natalia Peinado Escrivá,Salamanca
2025-08-14,ANI-ACE-8203,Anillos,Acero con Baño PVD,37.25,59.58,3,Eli de Villaverde,Girona
2026-01-08,PUL-PLA-8489,Pulseras,Plata 925,15.65,45.22,2,Plácido de Real,Zaragoza
2025-07-06,COL-ACE-6516,Collares,Acero con Baño PVD,37.22,92.16,1,Ovidio Morán Rozas,Málaga
2026-05-17,ANI-PLA-6774,Anillos,Plata 925,18.41,33.52,1,Wilfredo Verdú-Valle,Valladolid
